group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
2336,4862,2871,doi,Cerebrospinal fluid and plasma metabolites in Parkinson's disease: a Mendelian randomization study.,Cerebrospinal fluid and plasma metabolites in Parkinson’s disease: a Mendelian randomization study
2336,4862,8968,pmid,Cerebrospinal fluid and plasma metabolites in Parkinson's disease: a Mendelian randomization study.,Cerebrospinal fluid and plasma metabolites in Parkinson’s disease: a Mendelian randomization study
2337,2876,8585,doi,"Low- vs high-load power training on muscle quality, functional performance, and multi-omic profiles in frail older adults: protocol for the FrailPow randomized controlled trial","Low-vs high-load power training on muscle quality, functional performance, and multi-omic profiles in frail older adults: protocol for the FrailPow randomized controlled trial"
2338,2878,12108,doi,Oral LNAD+ Rapidly Elevates Intracellular NAD and Metabolic Flux Without Elevating Circulating NAD: Evidence from a Randomized Controlled Trial,Oral LNAD+ Rapidly Elevates Intracellular NAD and Metabolic Flux Without Elevating Circulating NAD: Evidence from a Randomized Controlled Trial
2340,2881,2882,title_year,Rewiring the cardiovascular epigenome: the multi-target strategy of traditional Chinese medicine,Rewiring the cardiovascular epigenome: the multi-target strategy of traditional Chinese medicine
2340,2881,4872,title_year,Rewiring the cardiovascular epigenome: the multi-target strategy of traditional Chinese medicine,Rewiring the cardiovascular epigenome: the multi-target strategy of traditional Chinese medicine.
2342,2886,12027,doi,Deciphering the macular pigment–cognition axis through a systems biology and multi-omics lens for precision nutrition,Deciphering the macular pigment–cognition axis through a systems biology and multi-omics lens for precision nutrition
2343,2888,4887,doi,ATGL-catalyzed lipid catabolism promotes DNA double-strand break repair,ATGL-catalyzed lipid catabolism promotes DNA repair.
2345,2890,2891,title_year,"Tissue-Resolved Transcriptome-Wide Association Study Reveals Targeted NAD⁺ Salvage, Synaptic Refinement, and Reduced Insulin Drive as Transcriptional Mechanisms of Human Lifespan","Tissue-Resolved Transcriptome-Wide Association Study Reveals Targeted NAD⁺ Salvage, Synaptic Refinement, and Reduced Insulin Drive as Transcriptional Mechanisms of Human Lifespan"
2346,2892,2893,title_year,Convergent Longevity Mechanisms Across Phylogenetically Distant Species: From Evolutionary Patterns to Translational Opportunities,Convergent Longevity Mechanisms Across Phylogenetically Distant Species: From Evolutionary Patterns to Translational Opportunities
2347,2896,2895,title_year,Sulphur-containing amino acids promote the expression of CG33474 and its neighbouring genes through the transsulphuration pathway,Sulphur-containing amino acids promote the expression of CG33474 and its neighbouring genes through the transsulphuration pathway
2347,2896,2897,transitive_exact_match,Sulphur-containing amino acids promote the expression of CG33474 and its neighbouring genes through the transsulphuration pathway,Sulphur-containing amino acids promote the expression of CG33474 and its neighbouring genes through the transsulphuration pathway
2349,4908,2899,doi,Interferon-related inflammaging links epigenetic age acceleration to multimorbidity.,Interferon-related inflammaging links epigenetic age acceleration to multimorbidity
2353,2910,12143,doi,Dietary supplementation with Cuscuta chinensis improves ovarian function and production performance in aged laying hens via modulation of steroid hormone biosynthesis and gut microbiota,Dietary supplementation with Cuscuta chinensis improves ovarian function and production performance in aged laying hens via modulation of steroid hormone biosynthesis and gut microbiota
2356,2915,12139,doi,Transcriptional regulation of SCN5A and cardiac conduction by the novel Brugada syndrome associated transcription factor WT1,Transcriptional regulation of SCN5A and cardiac conduction by the novel Brugada syndrome associated transcription factor WT1
2358,2922,2923,title_year,Dairy-Derived Nutrients and Cognitive Aging: Evidence from Observational and Experimental Studies,Dairy-Derived Nutrients and Cognitive Aging: Evidence from Observational and Experimental Studies
2360,2927,2928,title_year,"ITU and Genomics: A Single-Axiom View of DNA, Human Genome Project, CRISPR Gene Editing, AlphaFold, AI Drug Discovery, Population Genetics, Coalescent Theory, and Ancient DNA — Block B 5/?, Pass-1 Final Tier 1","ITU and Genomics: A Single-Axiom View of DNA, Human Genome Project, CRISPR Gene Editing, AlphaFold, AI Drug Discovery, Population Genetics, Coalescent Theory, and Ancient DNA — Block B 5/?, Pass-1 Final Tier 1"
2361,2929,4968,doi,Abdominal adiposity and accelerated biological ageing in relation to general and cardiovascular ageing in Chinese adults,Abdominal adiposity and accelerated biological ageing in relation to general and cardiovascular ageing in Chinese adults.
2362,2930,8735,doi,Pathogenesis of diabetic cardiomyopathy and emerging therapeutic strategies: a network-based perspective,Pathogenesis of diabetic cardiomyopathy and emerging therapeutic strategies: a network-based perspective
2362,2930,12217,doi,Pathogenesis of diabetic cardiomyopathy and emerging therapeutic strategies: a network-based perspective,Pathogenesis of diabetic cardiomyopathy and emerging therapeutic strategies: a network-based perspective
2363,4969,2931,doi,The Data Science of Health in Space.,The Data Science of Health in Space
2363,4969,12213,pmid,The Data Science of Health in Space.,The Data Science of Health in Space.
2364,2936,2937,title_year,Sex-Stratified TWAS of Ageing Pathways in Major Depressive Disorder Identifies Female Metabolic–Bioenergetic and Male Immune–Cell-Stress Signatures,Sex-Stratified TWAS of Ageing Pathways in Major Depressive Disorder Identifies Female Metabolic–Bioenergetic and Male Immune–Cell-Stress Signatures
2366,2944,5001,doi,"DNA methylation-estimated phenotypes, telomere length, aging and risk of intracranial aneurysms: Evidence from genetic studies","DNA methylation-estimated phenotypes, telomere length, aging and risk of intracranial aneurysms: Evidence from genetic studies."
2369,2951,5015,doi,Epigenetic landscapes in human pancreatic islets reveal distinct drivers for adaptation to age and type 2 diabetes,Epigenetic landscapes in human pancreatic islets reveal distinct drivers for adaptation to age and type 2 diabetes.
2369,2951,9008,doi,Epigenetic landscapes in human pancreatic islets reveal distinct drivers for adaptation to age and type 2 diabetes,Epigenetic landscapes in human pancreatic islets reveal distinct drivers for adaptation to age and type 2 diabetes
2371,2956,8784,doi,Biotechnology Applied to Forensic Sciences,Biotechnology Applied to Forensic Sciences
2371,2956,12327,doi,Biotechnology Applied to Forensic Sciences,Biotechnology Applied to Forensic Sciences
2373,2967,8434,doi,"Advanced molecular mechanisms underlying the anti-aging effects of Ipomoea batatas L. (sweet potato) leaves: bioactive compounds, cellular pathways, and functional food applications","Advanced molecular mechanisms underlying the anti-aging effects of Ipomoea batatas L. (sweet potato) leaves: bioactive compounds, cellular pathways, and functional food applications"
2374,2970,8432,doi,Rescuing Leydig Cell Dysfunction During Aging: Molecular and Cellular Insights,Rescuing Leydig Cell Dysfunction During Aging: Molecular and Cellular Insights
2374,2970,12368,doi,Rescuing Leydig Cell Dysfunction During Aging: Molecular and Cellular Insights,Rescuing Leydig Cell Dysfunction During Aging: Molecular and Cellular Insights
2375,2971,12372,doi,ETHICAL ASPECTS OF MODERN BIOMEDICAL TECHNOLOGIES: IS THE CONVERGENCE OF SCIENCES A BENEFIT FOR PRESERVING HUMANITY AS A SPECIES?,ETHICAL ASPECTS OF MODERN BIOMEDICAL TECHNOLOGIES: IS THE CONVERGENCE OF SCIENCES A BENEFIT FOR PRESERVING HUMANITY AS A SPECIES?
2378,2977,12420,doi,L26/P-776 A mendelian randomization study of ovarian aging through the cross-tissue brain-gut-ovary Axis,L26/P-776 A mendelian randomization study of ovarian aging through the cross-tissue brain-gut-ovary Axis
2379,2978,12399,doi,L26/P-758 Platelet-Rich Plasma Restores Ovarian Function and Fertility in Premature Ovarian Insufficiency by Regulating HAT1-Mediated Protein Succinylation,L26/P-758 Platelet-Rich Plasma Restores Ovarian Function and Fertility in Premature Ovarian Insufficiency by Regulating HAT1-Mediated Protein Succinylation
2382,2983,12437,doi,From Gene to Bloom: Unlocking Ornamental Plant Potential Through Genomic Technologies,From Gene to Bloom: Unlocking Ornamental Plant Potential Through Genomic Technologies
2383,2984,8884,doi,Epigenome-wide association analysis of prenatal organophosphate ester flame retardant exposure in maternal blood implicates maternal immune and neuronal epigenetic alterations,Epigenome-wide association analysis of prenatal organophosphate ester flame retardant exposure in maternal blood implicates maternal immune and neuronal epigenetic alterations
2385,2992,5100,doi,A generator-matrix causal-inference framework separates measurable aging biomarkers from mortality-driving latent dynamics in humans,A generator-matrix causal-inference framework separates measurable aging biomarkers from mortality-driving latent dynamics in humans.
2386,2999,5130,doi,"The CoREST complex inhibitor, corin, decreases tumor growth, increases cellular differentiation and extends lifespan in ATRT xenograft models","The CoREST complex inhibitor, corin, decreases tumor growth, increases cellular differentiation and extends lifespan in ATRT xenograft models."
2387,3000,12483,doi,Unveiling the aging-immune axis in irritable bowel syndrome: a multi-omics and machine learning approach to biomarker discovery and validation,Unveiling the aging-immune axis in irritable bowel syndrome: a multi-omics and machine learning approach to biomarker discovery and validation
2393,3007,5142,doi,Oral LNAD+ rapidly elevates whole blood intracellular NAD and metabolic flux without elevating plasma NAD: evidence from a randomized controlled trial,Oral LNAD+ rapidly elevates whole blood intracellular NAD and metabolic flux without elevating plasma NAD: evidence from a randomized controlled trial.
2393,3007,12515,doi,Oral LNAD+ rapidly elevates whole blood intracellular NAD and metabolic flux without elevating plasma NAD: evidence from a randomized controlled trial,Oral LNAD+ rapidly elevates whole blood intracellular NAD and metabolic flux without elevating plasma NAD: evidence from a randomized controlled trial.
2394,3008,12523,doi,Precision hyperbaric oxygen therapy: a biomarker-driven framework,Precision hyperbaric oxygen therapy: a biomarker-driven framework
2395,3009,5143,doi,Multi-omic profiling of cardiomyocyte ageing and functional decline,Multi-omic profiling of cardiomyocyte ageing and functional decline.
2395,3009,12525,doi,Multi-omic profiling of cardiomyocyte ageing and functional decline,Multi-omic profiling of cardiomyocyte ageing and functional decline.
2404,3019,5149,doi,Control of protein life-span by N-terminal methionine excision.,Control of protein life-span by N-terminal methionine excision
2426,3059,5219,doi,"Gene expression profiling implicates OXPHOS complexes in lifespan extension of flies over-expressing a small mitochondrial chaperone, Hsp22.","Gene expression profiling implicates OXPHOS complexes in lifespan extension of flies over-expressing a small mitochondrial chaperone, Hsp22"
2430,3066,5206,doi,Protection from aging by small chaperones: A trade-off with cancer?,Protection from aging by small chaperones: A trade-off with cancer?
2431,3068,5225,doi,Sox11 is expressed in early progenitor human multipotent stromal cells and decreases with extensive expansion of the cells.,Sox11 is expressed in early progenitor human multipotent stromal cells and decreases with extensive expansion of the cells
